cod_reg,reg,cod_cs,cs,cod_dis,dis,cod_com,com,cod_circ,circ
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6017,DISTRITO 17,2633,VICHUQUEN,7537,LLICO DE MATAQUITO
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6017,DISTRITO 17,2633,VICHUQUEN,7274,VICHUQUEN
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2622,CAUQUENES,7302,CAUQUENES
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2622,CAUQUENES,7304,POCILLAS
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2622,CAUQUENES,7303,SAUZAL
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2623,CHANCO,7306,CHANCO
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2635,COLBUN,7293,COLBUN
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2634,LINARES,7291,LINARES
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2636,LONGAVI,7294,LONGAVI
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2637,PARRAL,7699,ARRAU-MENDEZ
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2637,PARRAL,7700,BUENOS AIRES
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2637,PARRAL,7296,CATILLO
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2637,PARRAL,7295,PARRAL
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2624,PELLUHUE,7305,PELLUHUE
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2638,RETIRO,7297,RETIRO
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2639,SAN JAVIER,7301,HUERTA DEL MAULE
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2639,SAN JAVIER,7658,MELOZAL
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2639,SAN JAVIER,7300,NIRIVILO
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2639,SAN JAVIER,7299,SAN JAVIER
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2640,VILLA ALEGRE,7298,VILLA ALEGRE
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2641,YERBAS BUENAS,7648,ORILLA DEL MAULE
3007,DEL MAULE,5009,CIRCUNSCRIPCIÓN SENATORIAL 9,6018,DISTRITO 18,2641,YERBAS BUENAS,7292,YERBAS BUENAS
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2827,BULNES,7322,BULNES
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2827,BULNES,7595,SANTA CLARA
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2826,CHILLAN,7307,CHILLAN
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2826,CHILLAN,7309,QUINCHAMALI
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2828,CHILLAN VIEJO,7575,CHILLAN VIEJO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2828,CHILLAN VIEJO,7593,RUCAPEQUEN
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2836,COBQUECURA,7729,BUCHUPUREO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2836,COBQUECURA,7329,COBQUECURA
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2837,COELEMU,7327,COELEMU
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2837,COELEMU,7641,GUARILIHUE
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2837,COELEMU,7730,RANGUELMO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2837,COELEMU,7647,VEGAS DE ITATA
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2843,COIHUECO,7315,BUSTAMANTE
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2843,COIHUECO,7314,COIHUECO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2843,COIHUECO,7731,COIHUECO SUR
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2829,EL CARMEN,7319,EL CARMEN
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2838,NINHUE,7331,NINHUE
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2844,ÑIQUEN,7312,ÑIQUEN
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2830,PEMUCO,7697,GENERAL CRUZ
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2830,PEMUCO,7321,PEMUCO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2831,PINTO,7316,PINTO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2831,PINTO,7317,RECINTO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2839,PORTEZUELO,7326,PORTEZUELO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2832,QUILLON,7324,CERRO NEGRO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2832,QUILLON,7323,QUILLON
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2835,QUIRIHUE,7330,QUIRIHUE
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2840,RANQUIL,7325,RANQUIL (ÑIPAS)
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2842,SAN CARLOS,7311,CACHAPOAL
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2842,SAN CARLOS,7310,SAN CARLOS
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2845,SAN FABIAN,7313,SAN FABIAN
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2833,SAN IGNACIO,7603,PUEBLO SECO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2833,SAN IGNACIO,7318,SAN IGNACIO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2846,SAN NICOLAS,7642,PUENTE ÑUBLE
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2846,SAN NICOLAS,7332,SAN NICOLAS
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2841,TREHUACO,7328,TREGUACO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2834,YUNGAY,7578,CAMPANARIO
3016,DE ÑUBLE,5016,CIRCUNSCRIPCIÓN SENATORIAL 16,6019,DISTRITO 19,2834,YUNGAY,7320,YUNGAY
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2644,CHIGUAYANTE,7338,CHIGUAYANTE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2642,CONCEPCION,7335,ANDALIEN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2642,CONCEPCION,7333,CONCEPCION CENTRO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2643,CORONEL,7352,CORONEL
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2643,CORONEL,7353,ISLA SANTA MARIA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2643,CORONEL,7626,LAGUNILLAS
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2645,FLORIDA,7347,COPIULEMU
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2645,FLORIDA,7346,FLORIDA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2653,HUALPEN,7341,HUALPEN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2646,HUALQUI,7348,HUALQUI
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2646,HUALQUI,7349,TALCAMAVIDA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2648,PENCO,7640,LIRQUEN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2648,PENCO,7343,PENCO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2649,SAN PEDRO DE LA PAZ,7627,LOMAS COLORADAS
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2649,SAN PEDRO DE LA PAZ,7337,SAN PEDRO DE LA PAZ
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2650,SANTA JUANA,7350,SANTA JUANA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2651,TALCAHUANO,7625,LOS CERROS
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2651,TALCAHUANO,7613,MEDIO CAMINO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2651,TALCAHUANO,7339,TALCAHUANO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2652,TOME,7345,DICHATO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2652,TOME,7539,RAFAEL
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6020,DISTRITO 20,2652,TOME,7344,TOME
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2674,ALTO BIOBIO,7363,ALTO BIOBIO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2674,ALTO BIOBIO,7726,CAUÑICU
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2674,ALTO BIOBIO,7725,RALCO LEPOY
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2662,ANTUCO,7360,ANTUCO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7376,ARAUCO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7655,CARAMPANGUE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7656,LARAQUETE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7587,LLICO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7728,PUNTA LAVAPIE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7727,RAMADILLAS
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2655,ARAUCO,7698,TUBUL
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2663,CABRERO,7357,CABRERO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2663,CABRERO,7546,MONTE AGUILA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2656,CAÑETE,7379,CAÑETE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2657,CONTULMO,7380,CONTULMO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2658,CURANILAHUE,7377,CURANILAHUE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2658,CURANILAHUE,7749,SAN JOSE DE COLICO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2664,LAJA,7368,LA LAJA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2654,LEBU,7375,ISLA MOCHA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2654,LEBU,7374,LEBU
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2654,LEBU,7705,PEHUEN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2654,LEBU,7706,SANTA ROSA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2659,LOS ALAMOS,7670,ANTIHUALA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2659,LOS ALAMOS,7378,LOS ALAMOS
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7751,CHACAYAL
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7354,LOS ANGELES
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7732,MILLANTU
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7750,PAILLIHUE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7752,SALTOS DEL LAJA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7702,SAN CARLOS DE PUREN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2661,LOS ANGELES,7356,SANTA FE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2647,LOTA,7351,LOTA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2665,MULCHEN,7365,MULCHEN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2666,NACIMIENTO,7367,NACIMIENTO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2667,NEGRETE,7753,COIGUE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2667,NEGRETE,7366,NEGRETE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2668,QUILACO,7364,QUILACO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2669,QUILLECO,7649,LAS CANTERAS
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2669,QUILLECO,7361,QUILLECO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2670,SAN ROSENDO,7369,SAN ROSENDO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2671,SANTA BARBARA,7362,SANTA BARBARA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2660,TIRUA,7381,TIRUA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2672,TUCAPEL,7604,POLCURA
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2672,TUCAPEL,7659,TRUPAN
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2672,TUCAPEL,7359,TUCAPEL
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2672,TUCAPEL,7358,TUCAPEL (HUEPIL)
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2673,YUMBEL,7371,RERE
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2673,YUMBEL,7372,RIO CLARO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2673,YUMBEL,7373,TOMECO
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2673,YUMBEL,7370,YUMBEL
3008,DEL BIOBIO,5010,CIRCUNSCRIPCIÓN SENATORIAL 10,6021,DISTRITO 21,2673,YUMBEL,7639,YUMBEL ESTACION
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2696,ANGOL,7382,ANGOL
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2696,ANGOL,7644,HUEQUEN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2697,COLLIPULLI,7384,COLLIPULLI
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2697,COLLIPULLI,7605,MININCO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2698,CURACAUTIN,7386,CURACAUTIN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2698,CURACAUTIN,7671,MALALCAHUELLO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2699,ERCILLA,7387,ERCILLA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2699,ERCILLA,7643,PAILAHUEQUE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2680,GALVARINO,7424,GALVARINO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2682,LAUTARO,7400,LAUTARO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2682,LAUTARO,7606,PILLANLELBUN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2700,LONQUIMAY,7650,ICALMA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2700,LONQUIMAY,7672,LIUCURA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2700,LONQUIMAY,7385,LONQUIMAY
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2701,LOS SAUCES,7394,LOS SAUCES
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2702,LUMACO,7545,CAPITAN PASTENE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2702,LUMACO,7391,LUMACO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2702,LUMACO,7392,PICHIPELLAHUEN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2684,MELIPEUCO,7406,MELIPEUCO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2687,PERQUENCO,7401,PERQUENCO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2703,PUREN,7393,PUREN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2704,RENAICO,7383,RENAICO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2704,RENAICO,7673,TIJERAL
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2705,TRAIGUEN,7390,TRAIGUEN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2706,VICTORIA,7755,PUA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2706,VICTORIA,7756,QUINO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2706,VICTORIA,7389,SELVA OBSCURA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2706,VICTORIA,7388,VICTORIA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2693,VILCUN,7628,CAJON
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2693,VILCUN,7403,CHERQUENCO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6022,DISTRITO 22,2693,VILCUN,7402,VILCUN
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2676,CARAHUE,7420,CARAHUE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2676,CARAHUE,7540,NEHUENTUE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2676,CARAHUE,7421,TROVOLHUE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2695,CHOLCHOL,7423,CHOLCHOL
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2677,CUNCO,7404,CUNCO
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2677,CUNCO,7405,LOS LAURELES
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2678,CURARREHUE,7407,CURARREHUE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2679,FREIRE,7410,FREIRE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2679,FREIRE,7557,QUEPE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2679,FREIRE,7556,RADAL
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2681,GORBEA,7413,GORBEA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2681,GORBEA,7414,LASTARRIA
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2681,GORBEA,7631,QUITRATUE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2683,LONCOCHE,7568,HUISCAPI
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2683,LONCOCHE,7754,LA PAZ
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2683,LONCOCHE,7415,LONCOCHE
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2685,NUEVA IMPERIAL,7422,NUEVA IMPERIAL
3009,DE LA ARAUCANIA,5011,CIRCUNSCRIPCIÓN SENATORIAL 11,6023,DISTRITO 23,2686,PADRE LAS CASAS,7399,PADRE LAS CASAS
